,Color,Dimensions,"External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays",Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Part Number,Type
133,Black,,,,,,True,False,3,2,,Corsair,"370 mm / 14.567""",Obsidian 500D RGB SE,"ATX, EATX, Micro ATX, Mini ITX",CC-9011139-WW,ATX Mid Tower
134,Black,,,,,,True,False,2,3,,Fractal Design,"440 mm / 17.323""",Define S2 Blackout – TG,"ATX, Micro ATX, Mini ITX",FD-CA-DEF-S2-BKO-TGL,ATX Mid Tower
135,Black / Gold,,,,,,True,1065 W,,4,,Inwin,"350 mm / 13.78"" With Drive Cages, 415 mm / 16.339"" Without Drive Cages",,"ATX, EATX, Micro ATX, Mini ITX",D-Frame 2.0 BK/GO,ATX Full Tower
136,Black / Blue,,,2,,,True,False,3,3,,Raidmax,"305 mm / 12.008""",,"ATX, Micro ATX, Mini ITX",ATX-404WU,ATX Mid Tower
137,Black / Red,,,,,,True,False,2,2,,Cougar,"350 mm / 13.78""",,"ATX, Micro ATX, Mini ITX",Turret,ATX Mid Tower
138,White / Black,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Define R6 White,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6-WT,ATX Mid Tower
139,Black,,,,,,True,False,2,,,Fractal Design,"310 mm / 12.205""",Node 202,Mini ITX,FD-CA-NODE-202-BK,HTPC
140,Black / Blue,372 mm x 210 mm x 349 mm,,,,,True,False,3,1,,NZXT,"325 mm / 12.795""",H200i (Black/Blue),Mini ITX,CA-H200W-BL,Mini ITX Tower
141,Black,212 mm x 85 mm x 225.9 mm,,,,,True,90 W,2,,,Antec,,,"Mini ITX, Thin Mini ITX",ISK110 VESA-U3,Mini ITX Desktop
142,Black,352 mm x 175 mm x 360 mm,,1,,,True,False,1,1,,Rosewill,"300 mm / 11.811""",,"Micro ATX, Mini ITX",FBM-X1,MicroATX Mini Tower
143,Black,,,3,,,True,False,,7,,Thermaltake,"400 mm / 15.748"" With Drive Cages, 590 mm / 23.228"" Without Drive Cages",Core X9,"ATX, EATX, Micro ATX, Mini ITX",CA-1D8-00F1WN-00,ATX Desktop
144,White,455 mm x 211 mm x 460 mm,,,,,True,False,3,2,,Corsair,"370 mm / 14.567""",Carbide Series 275R (White w/Tempered Glass),"ATX, Micro ATX, Mini ITX",CC-9011133-WW,ATX Mid Tower
145,Black,,,,,,True,False,9,4,,Inwin,"410 mm / 16.142""",,"ATX, EATX, Micro ATX, Mini ITX",915 Black,ATX Full Tower
146,Silver,,,,,1,True,False,2,1,,Silverstone,"330 mm / 12.992""",FTZ01S,"Mini DTX, Mini ITX",SST-FTZ01S / FTZ01S,Mini ITX Desktop
147,White / Black,455 mm x 200 mm x 477 mm,,,,,True,False,2,3,,Silverstone,"348 mm / 13.701""",Redline RL06WS-GP,"ATX, Micro ATX, Mini ITX",RL06WS-GP / SST-RL06WS-GP,ATX Mid Tower
148,Black,,,,,,True,False,2,2,,Cooler Master,"410 mm / 16.142""",MasterCase H500,"ATX, Micro ATX, Mini ITX",MCM-H500-IGNN-S00,ATX Mid Tower
149,Black / Red,494 mm x 230 mm x 516 mm,,,,,True,False,5,2,,NZXT,"413 mm / 16.26""",H700 (Black/Red),"ATX, Micro ATX, Mini ITX",CA-H700B-BR,ATX Mid Tower
150,White,,,,,,True,False,2,2,,Phanteks,"280 mm / 11.024"" With Drive Cages, 395 mm / 15.551"" Without Drive Cages",ECLIPSE P400S TEMPERED GLASS,"ATX, EATX, Micro ATX, Mini ITX",PH-EC416PSTG_WT,ATX Mid Tower
151,Black,,,,,,True,False,3,2,,Fractal Design,"315 mm / 12.402""",Meshify C,"ATX, Micro ATX, Mini ITX",FD-CA-MESH-C-BKO,ATX Mid Tower
152,Black / Orange,,,,,,True,False,3,2,,DIYPC,"315 mm / 12.402""",,"Micro ATX, Mini ITX",DIY-F2-O,MicroATX Mini Tower
153,White / Black,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Define R6 White TG,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6-WT-TG,ATX Mid Tower
154,Black / Red,440 mm x 198 mm x 451 mm,,1,,,True,False,2,2,,Apevia,"345 mm / 13.583"" With Drive Cages, 375 mm / 14.764"" Without Drive Cages",X-Harmony (Black/Red),"ATX, Micro ATX, Mini ITX",X-HARMONY-RD,ATX Mid Tower
155,Black,,,,,,True,False,6,4,,Inwin,"320 mm / 12.598""",,"ATX, EATX, Micro ATX, Mini ITX",909 BLACK,ATX Full Tower
156,Black,380 mm x 332 mm x 422 mm,,,,,True,False,3,1,,Thermaltake,"380 mm / 14.961""",Core P1 TG,Mini ITX,CA-1H9-00T1WN-00,Mini ITX Tower
157,Black,,,,,,True,False,6,3,,Lian-Li,"420 mm / 16.535""",,"ATX, EATX, Micro ATX, Mini ITX",PC-O11AIR RGB,ATX Full Tower
158,Black / Blue,,,2,,,True,False,1,3,,Thermaltake,"280 mm / 11.024"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages",Core X1,Mini ITX,CA-1D6-00S1WN-00,Mini ITX Tower
159,White,395 mm x 230 mm x 375 mm,,,,,True,False,1,2,,Phanteks,"330 mm / 12.992""",Enthoo EVOLV ITX TG (White),Mini ITX,PH-ES215PTG_WT,Mini ITX Desktop
160,Black,,,,,,False,False,1,1,,ABS,,,"Micro ATX, Mini ITX",R206-ITX,MicroATX Mini Tower
161,Black,,,,1,,True,False,2,,,Silverstone,"330 mm / 12.992""",ML08B,Mini ITX,SST-ML08B / ML08B,HTPC
162,,400 mm x 200 mm x 450 mm,,,,,True,False,1,2,,Phanteks,"330 mm / 12.992""",Eclipse P300 Tempered Glass (White),"ATX, Micro ATX, Mini ITX",PH-EC300PTG_WT,ATX Mid Tower
163,Black,467 mm x 205 mm x 492 mm,,3,,,True,False,,6,,Antec,"406 mm / 15.984""",,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Nine Hundred,ATX Mid Tower
164,Black,283 mm x 234 mm x 486 mm,,,,1,True,False,1,3,,Silverstone,"349 mm / 13.74""",,"Micro ATX, Mini ITX, Thin Mini ITX",FT03B / SST-FT03B,MicroATX Mini Tower
165,Black,,,,,,True,False,2,2,,Inwin,"320 mm / 12.598""",,"ATX, Micro ATX, Mini ITX",805 BLACK,ATX Mid Tower
166,Black / White,455 mm x 200 mm x 450 mm,,,,,True,False,2,2,,Phanteks,"400 mm / 15.748""",Eclipse P350X (Black/White),"ATX, Micro ATX, Mini ITX",PH-EC350PTG_DBW,ATX Mid Tower
167,Black,444 mm x 184 mm x 406 mm,2,3,,,False,False,,5,,Apex,,,"ATX, Micro ATX, Mini ITX",Vortex 3620,ATX Mid Tower
168,Black,,,1,,,True,False,2,2,,Thermaltake,"415 mm / 16.339""",Versa N24,"ATX, Micro ATX, Mini ITX",CA-1G1-00M1WN-00,ATX Mid Tower
169,White / Black,,,2,,,True,False,3,2,,DIYPC,"400 mm / 15.748""",,"ATX, Micro ATX, Mini ITX",DIY-TG8-BW,ATX Mid Tower
170,Black,456 mm x 208 mm x 381 mm,,,,,True,False,1,2,,Cooler Master,"380 mm / 14.961""",MasterBox Lite 3.1,"Micro ATX, Mini ITX",MCW-L3B3-KANN-01,MicroATX Mid Tower
171,White,525 mm x 225 mm x 538 mm,,,,,True,False,2,4,,Azza,"420 mm / 16.535""",Storm 6000B RGB (White),"ATX, Micro ATX, Mini ITX",CSAZ-6000RGB/W,ATX Full Tower
172,Black,355 mm x 167 mm x 400 mm,,2,,,True,False,1,4,,Silverstone,"358 mm / 14.094""",PS08B (Black),"Micro ATX, Mini ITX, Thin Mini ITX",PS08B / SST-PS08B,MicroATX Mid Tower
173,Black / Blue,494 mm x 230 mm x 516 mm,,,,,True,False,5,2,,NZXT,"413 mm / 16.26""",H700 (Black/Blue),"ATX, Micro ATX, Mini ITX",CA-H700B-BL,ATX Mid Tower
174,Black,,,1,,,True,False,9,3,,Silverstone,"369 mm / 14.528""",Sugo SG11B,"Micro ATX, Mini DTX, Mini ITX",SST-SG11B / SG11B,MicroATX Mini Tower
175,Black,276 mm x 259 mm x 314 mm,,,,,True,False,2,2,,Thermaltake,"255 mm / 10.039"" With Drive Cages, 285 mm / 11.22"" Without Drive Cages",Core V1,Mini ITX,CA-1B8-00S1WN-00,Mini ITX Desktop
176,Black,477 mm x 211 mm x 483 mm,,,,,True,False,2,2,,EVGA,"390 mm / 15.354""",DG-76 Matte Black,"ATX, Micro ATX, Mini ITX",160-B0-2230-KR,ATX Mid Tower
177,White,,,2,,,True,False,2,2,,DIYPC,"380 mm / 14.961""",,"ATX, Micro ATX, Mini ITX",J180-W,ATX Mid Tower
178,Black / White,601 mm x 287 mm x 637 mm,,2,,,True,False,3,6,,Corsair,"355 mm / 13.976""",780T,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",CC-9011059-WW,ATX Full Tower
179,Black / Red,,,,,,True,False,6,2,,Cooler Master,"400 mm / 15.748""",MasterBox MB511,"ATX, Micro ATX, Mini ITX",MCB-B511D-KANN-S00,ATX Mid Tower
180,Black,,,,1,,True,False,1,,,Inwin,,,Mini ITX,BQ656T.AD150TB3,Mini ITX Tower
181,Black,436 mm x 208 mm x 487 mm,,3,,,True,False,2,5,,Antec,"266 mm / 10.472""",,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",One,ATX Mid Tower
182,Black,,,,,,True,False,,3,,be quiet!,"287 mm / 11.299"" With Drive Cages, 449 mm / 17.677"" Without Drive Cages",Silent Base 601 | Window Black,"ATX, EATX, Micro ATX, Mini ITX",BGW26,ATX Mid Tower
183,Black / Gray,,,2,,,True,False,1,2,,Fractal Design,"380 mm / 14.961""",Focus G,"ATX, Micro ATX, Mini ITX",FD-CA-FOCUS-GY-W,ATX Mid Tower
184,Black / Red,,,,,,True,False,2,3,,Corsair,"370 mm / 14.567""",Carbide SPEC-04 TG,"ATX, Micro ATX, Mini ITX",CC-9011117-WW,ATX Mid Tower
185,Silver,,,,,,True,False,2,3,,Fractal Design,"440 mm / 17.323""",Define S2 Gunmetal – TG,"ATX, Micro ATX, Mini ITX",FD-CA-DEF-S2-GY-TGL,ATX Mid Tower
186,White,,1,1,,,True,False,1,2,,Apevia,"320 mm / 12.598""",,"Micro ATX, Mini ITX",X-QPACK3-WHT,MicroATX Mini Tower
187,White / Red,,,,,,True,False,4,3,,Corsair,"380 mm / 14.961""",SPEC-ALPHA (White/Red),"ATX, Micro ATX, Mini ITX",CC-9011083-WW,ATX Mid Tower
188,Blue / Yellow,494 mm x 230 mm x 516 mm,,,,,True,False,5,2,,NZXT,"413 mm / 16.26""",H700i Ninja,"ATX, Micro ATX, Mini ITX",CA-H700W-NJ,ATX Mid Tower
189,Silver,457 mm x 277 mm x 516 mm,,,,,True,False,4,4,,Lian-Li,"430 mm / 16.929""",,"ATX, EATX, Micro ATX, Mini ITX",PC-O11 WGX / PC-O11ROG,ATX Mid Tower
190,Black / Red,372 mm x 210 mm x 349 mm,,,,,True,False,3,1,,NZXT,"325 mm / 12.795""",H200 (Black/Red),Mini ITX,CA-H200B-BR,Mini ITX Tower
191,Black,104 mm x 439 mm x 340 mm,,1,,,True,False,1,2,,Silverstone,,,"Micro ATX, Mini DTX, Mini ITX, Thin Mini ITX",ML03B / SST-ML03B,HTPC
192,Black / Red,438 mm x 203 mm x 470 mm,,1,,,True,False,2,2,,Apevia,"345 mm / 13.583"" With Drive Cages, 375 mm / 14.764"" Without Drive Cages",X-MIRAGE (Black/Red),"ATX, Micro ATX, Mini ITX",X-MIRAGE-RD,ATX Mid Tower
193,Black / Red,429 mm x 208 mm x 436 mm,,2,,,True,False,3,3,,DIYPC,"240 mm / 9.449""",,"ATX, Micro ATX",Solo-T1-R,ATX Mid Tower
194,Black / Blue,,1,3,,,True,False,,3,,VIVO,"345 mm / 13.583""",,"ATX, Micro ATX, Mini ITX",CASE-V01,ATX Mid Tower
195,Black,429 mm x 208 mm x 480 mm,,3,,,True,False,3,,,Thermaltake,"315 mm / 12.402""",Versa H22 Window,"ATX, Micro ATX, Mini ITX",CA-1B3-00M1WN-00,ATX Mid Tower
196,Black / Blue,,,,,,True,False,3,2,,DIYPC,"400 mm / 15.748""",,"ATX, Micro ATX, Mini ITX",IllusionI-BL,ATX Mid Tower
197,Black,,,,,,True,450 W,2,,,Fractal Design,"310 mm / 12.205""",Node 202,Mini ITX,FD-MCA-NODE-202-AA-US / FD-MCA-NODE-202-AA-AU / FD-MCA-NODE-202-AA-EU / FD-MCA-NODE-202-AA-JP / FD-MCA-NODE-202-AA-UK / FD-MCA-NODE-202-AA-ZA,HTPC
198,Black,,,2,,,True,False,8,7,,be quiet!,"323 mm / 12.717"" With Drive Cages, 472 mm / 18.583"" Without Drive Cages",Dark Base 900 (Black),"ATX, EATX, Micro ATX, Mini ITX, XL ATX",BG011,ATX Full Tower
199,Black,,,2,,,True,False,2,3,,Azza,"380 mm / 14.961""",Titan 240,"ATX, Micro ATX, Mini ITX",CSAZ-240,ATX Mid Tower
200,Silver,,,,,,True,False,2,2,,Metallic Gear,"360 mm / 14.173""",NEO MICRO,"Micro ATX, Mini ITX",MG-NE410_SR01,MicroATX Mid Tower
201,Black / Red,493 mm x 215 mm x 516 mm,,3,,,True,False,,6,,Enermax,"414 mm / 16.299""",Ostrog ADV (Black/Red),"ATX, Micro ATX, Mini ITX",ECA3380AS-R,ATX Mid Tower
202,Black,495 mm x 231 mm x 480 mm,,4,,,False,False,,6,,Cooler Master,"270 mm / 10.63"" With Drive Cages, 390 mm / 15.354"" Without Drive Cages",HAF 912,"ATX, Micro ATX, Mini ITX",RC-912-KKN1,ATX Mid Tower
203,Black / Silver,732 mm x 280 mm x 688 mm,,,,,True,False,3,8,,Thermaltake,"260 mm / 10.236"" With Drive Cages, 310 mm / 12.205"" Without Drive Cages",Level 20,"ATX, EATX, Micro ATX, Mini ITX",CA-1J9-00F9WN-00,ATX Full Tower
204,Black,,,2,,,True,False,2,3,,Rosewill,"360 mm / 14.173""",,"ATX, Micro ATX, Mini ITX",Challenger S,ATX Mid Tower
205,Black,463 mm x 217 mm x 513 mm,1,1,,,True,False,1,3,,Thermaltake,"250 mm / 9.843"" With Drive Cages, 360 mm / 14.173"" Without Drive Cages",Versa N21,"ATX, Micro ATX, Mini ITX",CA-1D9-00M1WN-00,ATX Mid Tower
206,Black,304 mm x 68 mm x 258 mm,,1,,,False,150 W,,,,Linkworld,,920-01C2121U (Black),"Mini ITX, Thin Mini ITX",920-01C2121U,HTPC
207,Black,,8,,,,True,False,4,,,Silverstone,"279 mm / 10.984""",,"Mini DTX, Mini ITX",DS380B / SST-DS380B,Mini ITX Tower
208,White,,,2,,,True,False,2,3,,DIYPC,"375 mm / 14.764""",,"ATX, Micro ATX, Mini ITX",P48-W,ATX Mid Tower
209,Black,175 mm x 352 mm x 350 mm,1,2,,,False,False,,2,,Rosewill,"305 mm / 12.008""",,"Micro ATX, Mini ITX",RANGER-M,MicroATX Mini Tower
210,Black,476 mm x 184 mm x 406 mm,1,3,,,True,500 W,,5,,Rosewill,,,"ATX, Micro ATX, Mini ITX",R536-BK,ATX Mid Tower
211,Black,,,2,,,True,False,2,6,,Thermaltake,"278 mm / 10.945"" With Drive Cages, 420 mm / 16.535"" Without Drive Cages",Core X31 Tempered Glass,"ATX, Micro ATX, Mini ITX",CA-1E9-00M1WN-03,ATX Mid Tower
212,Black,483 mm x 199 mm x 433 mm,,,,,True,False,3,2,,Corsair,"370 mm / 14.567""",SPEC-05,"ATX, Micro ATX, Mini ITX",CC-9011138-WW,ATX Mid Tower
213,Black,414 mm x 331 mm x 457 mm,,2,,,True,False,4,,,Corsair,"320 mm / 12.598""",Air 540,"ATX, EATX, Micro ATX, Mini ITX",CC-9011030-WW,ATX Full Tower
214,White,,,,,,True,False,,7,,Thermaltake,"310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages",View 71 TG Snow,"ATX, EATX, Micro ATX, Mini ITX",CA-1I7-00F6WN-00,ATX Full Tower
215,Black,,,,,,True,False,3,2,,Corsair,"370 mm / 14.567""",Obsidian Series 500D,"ATX, EATX, Micro ATX, Mini ITX",CC-9011116-WW,ATX Mid Tower
216,White,,,,,,True,False,1,2,,BitFenix,"340 mm / 13.386""",ENSO,"ATX, Micro ATX, Mini ITX",BFC-ENS-150-WWWGK-RP,ATX Mid Tower
217,White,438 mm x 203 mm x 470 mm,,1,,,True,False,2,2,,Apevia,"345 mm / 13.583"" With Drive Cages, 375 mm / 14.764"" Without Drive Cages",X-MIRAGE (White),"ATX, Micro ATX, Mini ITX",X-MIRAGE-WH,ATX Mid Tower
218,Black,,,2,,,True,False,,4,,Corsair,"275 mm / 10.827"" With Drive Cages, 414 mm / 16.299"" Without Drive Cages",100R Silent,"ATX, Micro ATX, Mini ITX",CC-9011077-WW,ATX Mid Tower
219,White,,,,,,True,False,2,2,,DIYPC,"375 mm / 14.764""",,"ATX, Micro ATX, Mini ITX",DIY-Model X-W-RGB,ATX Mid Tower
220,White,428 mm x 210 mm x 460 mm,,,,,True,False,3,3,,NZXT,"381 mm / 15""",H500 (White),"ATX, Micro ATX, Mini ITX",CA-H500B-W1,ATX Mid Tower
221,Black,,,,1,,True,False,3,5,,Lian-Li,"175 mm / 6.89"" With Drive Cages, 310 mm / 12.205"" Without Drive Cages",,Mini ITX,PC-O5SX,HTPC
222,Black / Green,514 mm x 444 mm x 196 mm,1,4,,,True,False,1,4,,Apevia,"406 mm / 15.984""",,"ATX, Micro ATX, Mini ITX",X-HERMES-GN,ATX Mid Tower
223,White,560 mm x 220 mm x 571 mm,,,,,True,False,5,4,,Silverstone,"419 mm / 16.496""",Primera RGB (White),"ATX, Micro ATX, Mini ITX",SST-PM01W-RGB / PM01W-RGB,ATX Mid Tower
224,Black,,,1,,,True,False,,2,,Corsair,"383 mm / 15.079""",Carbide Series 88R,"Micro ATX, Mini ITX",CC-9011086-WW,MicroATX Mid Tower
225,Black,379.984 mm x 189.992 mm x 350.012 mm,,,,,True,False,3,1,,Rosewill,"300 mm / 11.811""",,"Micro ATX, Mini ITX",FBM-X2,MicroATX Mini Tower
226,Black / Red,514 mm x 444 mm x 196 mm,1,4,,,True,False,1,4,,Apevia,"406 mm / 15.984""",,"ATX, Micro ATX, Mini ITX",X-HERMES-RD,ATX Mid Tower
227,Gray,520 mm x 240 mm x 520 mm,,,,,True,False,6,4,,Phanteks,"435 mm / 17.126""",ENTHOO EVOLV X GLASS (Gray),"ATX, EATX, Micro ATX, Mini ITX",PH-ES518XTG_DAG / PH-ES515XTG_DAG / PH-ES518XTG_DAG01,ATX Mid Tower
228,Black / Blue,,,3,,,True,False,4,4,,Apevia,,,"ATX, Micro ATX, Mini ITX",X-SNIPER2-BL,ATX Mid Tower
229,Black,,,4,,,True,False,,11,,Nanoxia,"338 mm / 13.307"" With Drive Cages, 468 mm / 18.425"" Without Drive Cages",Deep Silence 5,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",NA-DS5-BLACK / NXDS5Bb / NXDS5B,ATX Full Tower
230,Black,380 mm x 205 mm x 390 mm,,,,,True,False,2,2,,Thermaltake,"350 mm / 13.78""",Versa H17,"Micro ATX, Mini ITX",CA-1J1-00S1NN-00,MicroATX Mini Tower
231,Black,494 mm x 230 mm x 516 mm,,,,,True,False,5,2,,NZXT,"413 mm / 16.26""",H700 (Black),"ATX, Micro ATX, Mini ITX",CA-H700B-B1,ATX Mid Tower
232,Black,544 mm x 242 mm x 574 mm,,2,,,True,False,2,2,,Cooler Master,"296 mm / 11.654"" With Drive Cages, 412 mm / 16.22"" Without Drive Cages",MasterCase Maker 5t,"ATX, Micro ATX, Mini ITX",MCZ-C5M2T-RW5N,ATX Mid Tower
233,Black,511 mm x 250 mm x 497 mm,,,,,True,False,,3,,Thermaltake,"278 mm / 10.945"" With Drive Cages, 420 mm / 16.535"" Without Drive Cages",View 31 TG,"ATX, Micro ATX, Mini ITX",CA-1H8-00M1WN-00,ATX Mid Tower
234,Black,,,,,,True,False,2,1,,Phanteks,"350 mm / 13.78""",ENTHOO EVOLV SHIFT,Mini ITX,PH-ES217E_BK,Mini ITX Tower
235,Black,469 mm x 189 mm x 433 mm,2,3,,,False,False,,5,,Rosewill,,,"ATX, Micro ATX, Mini ITX",CHALLENGER,ATX Mid Tower
236,Black,,,1,,,True,False,2,6,,Fractal Design,"300 mm / 11.811"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages",Define R6 Blackout TG,"ATX, EATX, Micro ATX, Mini ITX",FD-CA-DEF-R6-BKO-TG,ATX Mid Tower
237,Black,460 mm x 211 mm x 454 mm,,,,,True,False,4,2,,Corsair,"370 mm / 14.567""",Carbide Series 275Q,"ATX, Micro ATX, Mini ITX",CC-9011164-WW,ATX Mid Tower
238,Black,540 mm x 371 mm x 463 mm,,3,,,True,False,3,4,,Thermaltake,"330 mm / 12.992"" With Drive Cages, 480 mm / 18.898"" Without Drive Cages",Core X5 Tempered Glass Edition,"ATX, EATX, Micro ATX, Mini ITX",CA-1E8-00M1WN-02,ATX Desktop
239,Black,440 mm x 210 mm x 450 mm,,,,,True,False,2,2,,Corsair,"330 mm / 12.992""",SPEC-DELTA RGB,"ATX, Micro ATX, Mini ITX",CC-9011166-WW,ATX Mid Tower
240,White,,,,,,True,False,3,2,,Corsair,"370 mm / 14.567""",Crystal 460X RGB White,"ATX, Micro ATX, Mini ITX",CC-9011129-WW,ATX Mid Tower
241,Black / Orange,,,3,,,True,False,,4,,Corsair,"360 mm / 14.173""",Graphite Series 230T Black,"ATX, Micro ATX, Mini ITX",CC-9011042-WW,ATX Mid Tower
242,Black / Silver,,,2,,,True,False,4,2,,Corsair,"320 mm / 12.598""",Air 540 Silver,"ATX, EATX, Micro ATX, Mini ITX",CC-9011034-WLED,ATX Mid Tower
243,Black,450 mm x 220 mm x 472 mm,,,,,True,False,4,2,,Lian-Li,"420 mm / 16.535""",,"ATX, EATX, Micro ATX, Mini ITX",LANCOOL ONE,ATX Mid Tower
244,Black / Red,,,,,,True,False,2,2,,Rosewill,"310 mm / 12.205"" With Drive Cages, 0 mm / 0"" Without Drive Cages",,"ATX, Micro ATX, Mini ITX",CULLINAN PX Red,ATX Mid Tower
245,Black,,,3,,,True,False,,10,,Thermaltake,"470 mm / 18.504"" With Drive Cages, 635 mm / 25"" Without Drive Cages",Core W100,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",CA-1F2-00F1WN-00,ATX Full Tower
246,Black,515 mm x 250 mm x 497 mm,,2,,,True,False,,3,,Thermaltake,"278 mm / 10.945"" With Drive Cages, 420 mm / 16.535"" Without Drive Cages",Suppressor F31 Tempered Glass Edition,"ATX, Micro ATX, Mini ITX",CA-1E3-00M1WN-03,ATX Mid Tower
247,Black,104 mm x 382 mm x 350 mm,,,,1,True,False,3,1,,Silverstone,"330 mm / 12.992""",,"Mini DTX, Mini ITX",ML07B / SST-ML07B,HTPC
248,Black,189 mm x 425 mm x 501 mm,1,2,,,True,False,3,7,,Cooler Master,"320 mm / 12.598""",N400,"ATX, Micro ATX, Mini ITX",NSE-400-KKN2,ATX Mid Tower
249,Black,,,,,,True,False,2,3,,Fractal Design,"440 mm / 17.323""",Meshify S2 Black,"ATX, Micro ATX, Mini ITX",FD-CA-MESH-S2-BKO,ATX Mid Tower
250,Black,,,2,,,True,False,2,2,,Thermaltake,"400 mm / 15.748""",V100,"ATX, Micro ATX, Mini ITX",CA-3K7-45M1NU-02,ATX Mid Tower
251,Black,,,,,,True,False,6,3,,Lian-Li,"420 mm / 16.535""",,"ATX, EATX, Micro ATX, Mini ITX",PC-O11AIR,ATX Full Tower
252,Black / Red,,,3,,,True,False,,4,,Corsair,"360 mm / 14.173""",Graphite Series 230T Black,"ATX, Micro ATX, Mini ITX",CC-9011036-WW,ATX Mid Tower
253,Black,564 mm x 246 mm x 568 mm,,3,,,True,False,4,6,,Corsair,"450 mm / 17.717""",,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",760T Black / CC-9011044-WW,ATX Full Tower
254,Black,546 mm x 234 mm x 558 mm,,3,,,True,False,4,6,,Corsair,"340 mm / 13.386"" With Drive Cages, 450 mm / 17.717"" Without Drive Cages",,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",750D / CC-9011035-WW,ATX Full Tower
255,Black,520 mm x 240 mm x 520 mm,,,,,True,False,6,4,,Phanteks,"435 mm / 17.126""",ENTHOO EVOLV X GLASS (Black),"ATX, EATX, Micro ATX, Mini ITX",PH-ES518XTG_DBK / PH-ES515XTG_DBK / PH-ES518XTG_DBK01,ATX Mid Tower
256,Black,150 mm x 439 mm x 325 mm,,1,,,True,False,1,2,,Silverstone,"279 mm / 10.984""",GD05B-USB3.0 (Black),"Micro ATX, Mini DTX, Mini ITX, Thin Mini ITX",SST-GD05B-USB3.0 / GD05B-USB3.0,HTPC
257,Black,,,,,,True,False,,2,,Corsair,"300 mm / 11.811""",Crystal 280X RGB,"Micro ATX, Mini ITX",CC-9011135-WW,MicroATX Mid Tower
258,Black,544 mm x 248 mm x 546 mm,,,,,True,False,6,2,,Cooler Master,"412 mm / 16.22""",MasterCase H500M,"ATX, EATX, Micro ATX, Mini ITX",MCM-H500M-IHNN-S00,ATX Mid Tower
259,Black,,,,,,True,False,,7,,Thermaltake,"310 mm / 12.205"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages",View 71 TG RGB,"ATX, EATX, Micro ATX, Mini ITX",CA-1I7-00F1WN-01,ATX Full Tower
260,Black,435 mm x 225 mm x 482 mm,,,,,True,False,5,4,,Rosewill,"360 mm / 14.173""",,"ATX, Micro ATX, Mini ITX",CULLINAN MX,ATX Mid Tower
261,Black,,,1,,,True,False,,2,,Rosewill,"300 mm / 11.811""",,"Micro ATX, Mini ITX",SRM-01,MicroATX Mini Tower
262,Black,,,,,,True,False,3,2,,Fractal Design,"315 mm / 12.402""",Define Mini C,"Micro ATX, Mini ITX",FD-CA-DEF-MINI-C-BK,MicroATX Mid Tower
263,Black,,1,1,,,True,False,1,2,,Apevia,"320 mm / 12.598""",,"Micro ATX, Mini ITX",X-QBER-NW-BK,MicroATX Desktop
264,Black,320 mm x 204 mm x 330 mm,,,,,True,False,4,4,,RIOTORO,"400 mm / 15.748""",,"ATX, Micro ATX, Mini ITX",CR500,ATX Mid Tower
265,Black,,,,,,True,False,,2,,Corsair,"300 mm / 11.811""",Crystal 280X,"Micro ATX, Mini ITX",CC-9011134-WW,MicroATX Mid Tower
266,Black,464 mm x 220 mm x 440 mm,,,,,True,False,3,2,,Corsair,"370 mm / 14.567""",Crystal 460X,"ATX, Micro ATX, Mini ITX",CC-9011099-WW,ATX Mid Tower
267,White / Blue,640 mm x 483 mm x 330 mm,,1,,,True,False,7,6,,Inwin,"385 mm / 15.157""",X-Frame 2.0 (White/Blue),"ATX, EATX, Micro ATX, Mini ITX",IW-XFRAME2-BLU,ATX Test Bench
268,Black,457 mm x 203 mm x 457 mm,,2,,,True,False,3,3,,Raidmax,"300 mm / 11.811"" With Drive Cages, 390 mm / 15.354"" Without Drive Cages",Vortex,"ATX, Micro ATX, Mini ITX",ATX-403WB,ATX Mid Tower
269,White,,,,,,True,False,1,2,,BitFenix,"300 mm / 11.811""",Portal (White),Mini ITX,BFC-POT-150-WKXKK-RP,Mini ITX Tower
